Event,"Date PST","Time PST","Latitude (º)","Longitude (º)","T Chla (µg/l)","Chla > 3µm (µg/l)","Chla < 3µm (%)","Chla > 3µm (%)","Sample Temp (C)","Sea Surface Temp (C)","Station Depth (m)","Sample Depth (m)",Program,"Water Collection School","Sample Analysis School","Number of Students"
761,2015-02-23,13:30:00,33.44,-117.7086667,0.58,0.08,86.93,13.07,17.5,17.22,36.576,10,LS,"Turtle Rocka Elementary","Rio Vista Elementary",37
762,2015-02-25,12:55:00,33.43583333,-117.7,1.49,0.37,75.32,24.68,17.8,17.78,36.576,10,WS,"Rio Vista Elementary","West End Community -",35
763,2015-02-27,13:03:00,33.4145,-117.6631667,1.14,0.2,82.42,17.58,17.2,,36.576,10,MMC,"West End Community -","Brywood Elementary",22
764,2015-03-02,10:00:00,33.43473333,-117.7004167,0.69,0.16,76.44,23.56,16.7,16.67,36.576,10,LS,"Brywood  Elementary","Edison Elementary",
765,2015-03-06,10:30:00,33.44333333,-117.7023333,0.42,0.12,71.25,28.75,17.2,18.33,36.576,10,LS,"Edison  Elementary","Mountain View  Elementary",40
766,2015-03-10,12:45:00,33.43685,-117.7050833,0.3,0.06,81.8,18.2,16.1,16.33,36.576,10,LS,"Mountain View Elementary","Edwin Rhodes Elementary",38
767,2015-03-12,11:00:00,33.43293333,-117.7067667,0.3,0.08,74.78,25.22,17.3,17.78,36.576,10,LS,"Edwin Rhodes Elementary","Brywood  Elementary",38
768,2015-03-16,10:00:00,33.43533333,-117.7016667,0.52,0.12,76.96,23.04,19.9,18.33,36.576,10,LS,"Brywood Elementary","Maple Elementary",32
769,2015-03-20,13:30:00,33.41983333,-117.6758333,0.44,0.17,62.43,37.57,18.6,18.89,36.576,10,LS,"Wonderland Elementary","Turtle Rock Elementary",33
770,2015-03-23,10:45:00,33.45733333,-117.7341667,0.58,0.1,82.19,17.81,17.1,17.72,33.528,10,LS,"Turtle Rock Elementary","Edwin Rhodes Elementary",32
771,2015-03-27,10:20:00,33.43096667,-117.6973,2.11,0.38,81.89,18.11,16.4,17.94,36.576,10,LS,"Edwin Rhodes Elementary","Carr -",45
772,2015-03-30,13:00:00,33.43166667,-117.6933333,1.03,0.24,76.27,23.73,17.2,17.22,33.528,10,LS,"Carr Elementary","John Malcom Elementary",39
773,2015-04-01,13:15:00,33.43033333,-117.6943333,1.01,0.31,69.67,30.33,17,18.33,36.576,10,MMC,"John Malcom Elementary","Hermosa Drive Elementary",42
774,2015-04-03,10:30:00,33.42616667,-117.6811667,1.63,0.4,75.52,24.48,16.9,18.06,33.528,10,MMC,"Hermosa drive Elementary","San Onofre Elementary",29
775,2015-04-06,12:10:00,33.43566667,-117.715,0.63,0.17,73.1,26.9,15.9,16.94,36.576,10,MMC,"San Onofre Elementary","Garden  Academy",36
777,2015-04-16,13:10:00,33.42916667,-117.6608333,2.63,0.97,63.2,36.8,15,17.22,18.288,10,LS,"Taft Elementary","Guin Foss  Elementary",33
778,2015-04-20,10:30:00,33.445,-117.6856667,0.65,0.15,76.74,23.26,15.8,15.83,36.576,10,LS,"Guin Foss Elementary","Competitive edge Elementary",32
779,2015-04-22,12:45:00,33.43733333,-117.7065,3.38,0.74,78.15,21.85,16.2,16.28,38.1,10,LS,"Competive Edge Elementary","Desert Shadows Elementary",41
780,2015-04-24,12:45:00,33.43266667,-117.6970833,1.84,0.44,75.9,24.1,14.11,16.67,33.528,10,ALS,"Desert Shadows Elementary","Washington Charter",40
781,2015-04-27,13:00:00,33.43483333,-117.708,0.69,0.15,77.92,22.08,16.2,17.28,36.576,10,LS,"Washington Elementary","Fremont  Elementary",35
782,2015-04-29,10:25:00,33.44166667,-117.6913333,2.76,0.49,82.38,17.62,14.5,16.78,36.576,10,LS,"Fremont Elementary","Fruitvale Elementary",34
783,2015-05-01,13:00:00,33.42,-117.67265,10.11,1.31,87.06,12.94,14.3,15.56,36.576,10,LS,"Fruitvale Elementary","Taft Elementary",15
784,2015-05-04,13:00:00,33.41733333,-117.704,6.22,1.28,79.34,20.66,13.9,15.56,36.576,10,LS,"Taft Elementary","Roosevelt Elementary",43
785,2015-05-08,10:35:00,33.44233333,-117.6916667,3.45,1.32,61.71,38.29,14.6,15.78,36.576,10,-,"Roosevelt Elementary","Las Palmsa Elementary",32
786,2015-05-11,10:10:00,33.43573333,-117.70025,1.31,0.47,63.99,36.01,14,16.67,36.576,10,MMC,"las Palmas Elementary","St. Edwards -",39
787,2015-05-13,10:35:00,33.43598333,-117.6914,1.16,0.23,80.5,19.5,16.3,16.28,54.864,10,MMC,"St. Edwards -","Las Palmas -",
788,2015-05-18,10:15:00,33.43565,-117.7027333,0.98,0.27,72.19,27.81,16,16.67,36.576,10,MMC,"Las Palmas Elementary","Cowen Elementary",41
789,2015-05-28,10:45:00,33.424,-117.681,1.36,0.25,81.65,18.35,16.3,17.72,36.576,10,LS,"Fruitvale  Elementary","Short Avenue -",32
790,2015-05-29,11:00:00,33.42333333,-117.695,0.33,0.03,91.15,8.85,15.4,18.61,91.44,10,LS,"Short Ave -","Annalise  Elementary",29
792,2015-06-04,10:30:00,33.45746667,-117.7339667,0.71,0.06,91.3,8.7,18.3,18.33,36.576,10,MMC,"Thorman  Elementary","San Juan Elementary",54
793,2015-06-08,10:20:00,33.43213333,-117.6962,1.62,0.16,89.89,10.11,15.2,18.33,36.576,10,MMC,"San Juan  Elementary","San Juan Elementary",39
794,2015-06-11,10:30:00,33.44966667,-117.7021667,3.62,0.77,78.85,21.15,15.2,17.67,36.576,10,MMC,"San Juan  Elementary","Cook Elementary",38
795,2015-06-15,11:00:00,33.44633333,-117.6895,3.52,0.87,75.19,24.81,15.4,18.06,36.576,10,LS,"Cook Elementary"," -",35
796,2015-06-23,10:15:00,33.44633333,-117.6895,1.09,0.39,64.03,35.97,18.6,19.72,36.576,10,MMC," -"," -",38
797,2015-06-25,14:05:00,33.41933333,-117.7403333,0.8,0.2,75.65,24.35,18.6,20.56,33.528,10,MMC," -"," -",36
798,2015-06-30,10:35:00,33.43366667,-117.6973333,2.76,1.07,61.28,38.72,22,25,33.528,10,MMC," -"," -",36
799,2015-07-02,12:00:00,33.435,-117.6986667,1.47,0.25,83.2,16.8,18,22.22,548.64,10,MMC," -"," -",36
800,2015-07-06,10:30:00,33.48066667,-117.7493333,0.99,0.15,85.23,14.77,18,20,36.576,10,MMC,"Irvine Public -"," -",22
801,2015-07-07,13:24:00,33.44951667,-117.7696333,0.71,0.14,81.01,18.99,,40,493.776,10,MMC," -","Westwood club -",39
802,2015-07-10,11:50:00,33.4425,-117.7606667,0.33,0.1,69.21,30.79,22,21.11,501.0912,10,MMC,"Westwood Club -","CN -",
803,2015-07-16,14:10:00,33.4425,-117.7606667,0.49,0.09,82.08,17.92,,21.11,54.864,10,MMC,"N/A -","N/A -",
804,2015-07-17,13:10:00,33.4355,-117.6888333,0.81,0.18,77.78,22.22,18.5,22.22,106.68,10,MMC,"N/A -","Irvine Public  -",29
805,2015-07-20,10:10:00,33.43983333,-117.7083333,0.69,0.12,82.48,17.52,19,22.22,35.052,10,MMC,"Irvine Public Schools -","Youth summer camp -",28
806,2015-07-23,11:45:00,33.43916667,-117.7608333,0.71,0.13,81.97,18.03,19,20,53.6448,10,CAMP,"Summer Camp -","Summer Camp -",
807,2015-07-28,10:30:00,33.4205,-117.7321167,0.3,0.09,70.99,29.01,,22.22,36.576,10,CAMP,"Summer Camp -"," -",
808,2015-07-30,11:55:00,33.47566667,-117.7485,0.37,0.09,76.26,23.74,21,22.78,38.4048,10,CAMP,"Summer Camp -","Sea Camp -",39
809,2015-08-06,11:55:00,33.435,-117.6986667,0.24,0.05,80.33,19.67,7,21.11,38.4048,10,CAMP,"Ocean Institute -","Ocean Institute -",
810,2015-08-11,11:00:00,33.415,-117.7496667,0.18,0.03,82.13,17.87,22,22.22,548.64,10,CAMP,"Ocean Institute -","Ocean Institute -",39
811,2015-08-13,13:30:00,33.435,-117.6986667,0.33,0.1,70.03,29.97,25.7,22.22,36.576,10,CAMP,"Ocean Institute -","Ocean Institute -",33
812,2015-08-17,14:15:00,33.41083333,-117.7165,0.19,0.05,72.57,27.43,22,23.33,36.576,10,CAMP,"Ocean Institute -"," -",27
813,2015-08-20,09:45:00,33.4455,-117.7455,0.28,0.09,67.67,32.33,21.3,22.22,36.576,10,CAMP," -","Hansen School -",38
814,2015-08-27,12:45:00,33.42163333,-117.7439167,0.24,0.05,79.76,20.24,,26.11,38.7096,10,LS,"Hansen -","Barrett  Elementary",25
815,2015-09-16,10:30:00,33.435,-117.6986667,0.37,0.05,85.33,14.67,23.7,23.33,36.576,10,WS,"Newland  Elementary","Beaumont Elementary",45
816,2015-09-18,10:20:00,33.43566667,-117.6915,1.18,0.14,88.44,11.56,22,23.89,36.576,10,WS,"Beaumont  Elementary","McPherson Magnet",34
817,2015-09-21,10:20:00,33.44666667,-117.7,0.42,0.09,78.88,21.12,23,24.44,36.576,10,WS,"McPherson  Magnet","Westmont Elementary",30
818,2015-09-23,13:00:00,33.43533333,-117.6918333,0.35,0.16,55.82,44.18,26,25.56,39.624,10,WS,"Westmont Elementary","Carnelian Elementary",47
819,2015-09-25,10:15:00,33.435,-117.6986667,0.38,0.09,75.23,24.77,26,26.11,36.576,10,WS,"Carnelian Elementary","Jefferson Elementary",37
820,2015-09-28,10:30:00,33.44666667,-117.7266667,0.71,0.11,83.98,16.02,22,24.44,36.576,10,WS,"Jefferson Elementary","Buchanan -",
821,2015-09-30,12:50:00,33.42716667,-117.6953333,0.36,0.07,79.76,20.24,23,25.56,36.576,10,WS,"Buchanan  -","GraMills Ave -",24
822,2015-10-01,12:45:00,33.43416667,-117.6998333,0.45,0.09,80.92,19.08,23,24.44,36.576,10,WS," -","Francis Parker  -",28
823,2015-10-02,13:30:00,33.40716667,-117.6853333,0.28,0.03,89.83,10.17,23,23.89,39.624,10,MMC,"Francis Parker -","Eastshore  Elementary",45
824,2015-10-05,10:30:00,33.44716667,-117.7016667,0.41,0.1,76.47,23.53,22,24.67,36.576,10,WS,"Eastshore Elementary","Las Palmas Elementary",31
825,2015-10-07,10:15:00,33.435,-117.6986667,0.51,0.07,87.2,12.8,22.3,22.56,36.576,10,WS,"Las Palmas  Elementary","CrossRoads -",39
826,2015-10-09,11:20:00,33.435,-117.6986667,0.14,0.02,86.93,13.07,23,23.33,36.576,10,WS,"Cross Roads -","Castille Elementary",35
827,2015-10-13,10:30:00,33.435,-117.6986667,0.31,0.04,85.85,14.15,22.8,23.06,36.576,10,WS,"Castille Elementary","San Onofre  -",31
828,2015-10-14,10:45:00,33.44833333,-117.7233333,0.48,0.11,76.69,23.31,21.6,23.89,36.576,10,MMC,"San Onofre  -","Las Palmas  Elementary",42
829,2015-10-16,13:00:00,33.436,-117.7028833,1.17,0.15,87.02,12.98,23,23.33,34.1376,10,WS,"Las Palmas Elementary","Cerritos  Elementary",28
830,2015-10-20,10:25:00,33.44,-117.7188333,1.07,0.17,83.93,16.07,21.6,21.67,39.0144,10,LS,"Cerritos  Elementary","Valencia Park Elementary",23
831,2015-10-23,11:10:00,33.44916667,-117.7294167,0.66,0.13,80.84,19.16,22.3,22.22,36.576,10,MMC,"Valencia Park Elementary","Anaheim High School",35
832,2015-10-26,13:00:00,33.42966667,-117.7178333,0.81,0.14,82.19,17.81,22,23.33,36.576,10,ECC,"Anaheim  High School","Anaheim High School",19
833,2015-10-28,12:30:00,33.43616667,-117.7235,0.5,0.28,43.5,56.5,22,21.11,128.016,10,ECC,"Anaheim High School","Stockerdale Elementary",29
834,2015-11-02,10:20:00,33.43533333,-117.702,0.63,0.13,79.29,20.71,28,21.11,36.576,10,LS,"Stockdale  Elementary"," Elementary",32
835,2015-11-05,12:50:00,33.43233333,-117.7447167,0.55,0.09,84.13,15.87,20,20,36.576,10,LS," Elementary","Loara Elementary",40
836,2015-11-06,13:00:00,33.435,-117.6986667,1.06,0.16,85.04,14.96,20,20,36.576,10,LS,"Loara Elementary","Stockdale Elementary",35
837,2015-11-13,10:00:00,33.43416667,-117.7008333,0.61,0.1,83.76,16.24,18,17.78,42.672,10,LS,"Stockdale Elementary","Levi Dickey Elementary",31
838,2015-11-20,10:22:00,33.4384,-117.71005,0.64,0.09,85.2,14.8,20,20,36.576,10,LS,"Levi Dickey Elementary","View Point Elementary",18
839,2015-11-23,10:20:00,33.44166667,-117.715,0.6,0.1,83.02,16.98,24.5,19.56,36.576,10,LS,"View Point Elementary","Valencia Park Elementary",41
840,2015-11-30,10:30:00,33.435,-117.6986667,1.5,0.25,83.11,16.89,18,18.33,36.576,10,MMC,"Valencia Park  Elementary","Washington Elementary",27
841,2015-12-01,11:00:00,33.45666667,-117.735,1.25,0.2,83.89,16.11,18,17.78,36.576,10,MMC,"Washington  Elementary","Barett Elementary",30
842,2015-12-03,10:45:00,33.4415,-117.6913333,1.36,0.2,85.32,14.68,19,18.89,36.576,10,MMC,"Barret Elementary","Valencia Park Elementary",28
843,2015-12-07,10:30:00,33.45016667,-117.7266667,0.74,0.13,82.26,17.74,19,20,36.576,10,MMC,"Valencia Park Elementary","Howord Wood Elementary",31
844,2015-12-10,01:31:00,33.435,-117.6986667,1.16,0.15,87.11,12.89,19,18.33,36.576,10,LS,"Knowl Wood Elementary","South Oceanside Elementary",32
845,2015-12-18,12:30:00,33.43333333,-117.695,4.32,0.73,83.11,16.89,16.4,16.67,36.576,10,LS,"South Oceanside Elementary","Country Springs Elementary",30
846,2016-01-08,13:00:00,33.39833333,-117.705,1.45,0.24,83.68,16.32,16,16.11,36.576,10,LS,"Saint Ann  Elementary","Del Obispo  Elementary",34
847,2016-01-11,11:05:00,33.42333333,-117.7396667,1.62,0.83,48.92,51.08,16.2,18.89,36.576,10,MMC,"Del Obispo  Elementary","Kennedy  Elementary",36
848,2016-01-13,10:30:00,33.44,-117.7266667,3.82,1.38,63.83,36.17,16,15.56,0,10,MMC,"Kennedy  Elementary","Monroe Elementary",30
849,2016-01-15,13:10:00,33.42166667,-117.8083333,3.86,0.92,76.15,23.85,15.7,16.11,36.576,10,LS,"Monroe Elementary","Del Obispo  Elementary",43
850,2016-01-18,10:30:00,33.435,-117.7033333,3.76,0.4,89.35,10.65,16,16.5,36.576,10,LS,"Del Obispo Elementary","Del Obispo Elementary",39
851,2016-01-20,10:12:00,33.44133333,-117.7283333,3.38,0.62,81.76,18.24,16.5,16.11,36.576,10,MMC,"Del Obispo Elementary","Holder Elementary",39
852,2016-01-22,10:10:00,33.44333333,-117.7183333,2.73,0.37,86.52,13.48,15.9,15.56,36.576,10,MMC,"Holder Elementary","Holden Elementary",36
853,2016-01-25,10:30:00,33.43916667,-117.7095,3.44,0.53,84.7,15.3,16.2,15.56,36.576,10,LS,"Holden  Elementary","Casita Center Elementary",26
854,2016-01-27,13:00:00,33.45733333,-117.734,1.33,0.21,84.46,15.54,16.2,16.33,36.576,10,LS,"Casita Center Elementary","YWCE Valley  High School",49
855,2016-01-29,10:10:00,33.43833333,-117.7036667,0.83,0.12,85.43,14.57,16.6,16.11,36.576,10,MMC,"Yucca Valley High School","Jose Sepulvida Elementary",25
856,2016-02-08,10:35:00,33.44166667,-117.7133333,1.69,0.34,79.77,20.23,16,17.78,36.576,10,LS,"Jose Sepulvida Elementary","James monroe Elementary",35
857,2016-02-10,12:00:00,33.435,-117.6885,0.62,0.12,80.92,19.08,17,17.78,36.576,10,LS,"James Monroe Elementary","Holy Family  Elementary",38
858,2016-02-12,11:00:00,33.45683333,-117.7758333,1.57,0.75,52.1,47.9,16.2,16.89,36.576,10,LS,"Holy Family Elementary","Roosevelt Elementary",43
859,2016-02-16,11:00:00,33.45333333,-117.7116667,1.17,0.44,62.39,37.61,16.3,16.67,36.576,10,MMC,"Roosevelt Elementary","Wonderland Elementary",41
860,2016-02-18,10:30:00,33.439,-117.7183333,0.98,0.19,80.86,19.14,16,16.11,36.576,10,LS,"Wonderland Elementary","Jefferson Elementary",36
861,2016-02-22,10:50:00,33.4355,-117.6888333,2.23,0.4,82.11,17.89,16,15.56,30.48,10,MMC,"Jefferson Elementary","OC Dept. of Education Other",31
863,2016-03-08,13:00:00,33.46783333,-117.729,1.17,0.17,85.63,14.37,16,16.67,15.24,10,LS,"Mountain View Elementary","Edwin Rhodes  Elementary",21
864,2016-03-10,10:25:00,33.45035,-117.7275667,1.83,0.36,80.3,19.7,16.5,17.17,36.576,10,LS,"Edwin Rhodes Elementary","Waite Middle",31
865,2016-03-15,10:30:00,33.452,-117.7211667,1.26,0.35,72.51,27.49,18,18.89,36.576,10,LS,"Waite  Middle","West Ridge Middle",38
866,2016-03-22,10:30:00,33.4414,-117.7045833,1.63,0.62,62.14,37.86,15,15.56,27.432,10,WS,"West ridge Middle","Portola Elementary",27
867,2016-03-24,07:15:00,33.43933333,-117.7376667,1.87,0.95,49.55,50.45,16,14.44,36.576,10,LS,"Portola  Elementary","Freemont Elementary",36
868,2016-03-28,10:30:00,33.44616667,-117.7193333,1.72,0.68,60.43,39.57,16.1,16.22,27.432,10,LS,"Freemont  Elementary","Olive Street Elementary",39
869,2016-03-31,10:30:00,33.4375,-117.7056667,2.47,0.64,74.18,25.82,14.9,15.33,36.576,10,LS,"Olive Street Elementary","Cook Elementary",40
870,2016-04-01,10:30:00,33.43566667,-117.7046667,3.62,1.03,71.56,28.44,15.6,15.83,22.86,10,LS,"Cook  Elementary","Washington Charter",32
871,2016-04-05,10:45:00,33.49045,-117.8219167,1.01,0.27,72.78,27.22,16,17.22,36.576,10,LS,"Washington Charter Elementary","Gwen Foss Elementary",54
872,2016-04-12,10:05:00,33.4423,-117.7152,0.41,0.07,82.11,17.89,17,16.67,36.576,10,LS,"Guin Foss  Elementary","Wallin Hendersen Elementary",32
873,2016-04-13,10:55:00,33.4658,-117.69975,0.41,0.08,81.29,18.71,18,17.78,36.576,10,WS,"Wallin Hendersen Elementary","Competitive Edge Elementary",44
874,2016-04-20,13:10:00,33.4425,-117.738,1.17,0.29,75.05,24.95,21,18.89,45.72,10,LS,"Competitive Edge Elementary","Norton Space Elementary",36
875,2016-04-22,08:05:00,33.46273333,-117.7072833,0.58,0.15,73.62,26.38,17,17.78,36.576,10,MMC,"Norton Space Elementary","Mission Basillica -",23
876,2016-04-26,10:20:00,33.42183333,-117.674,0.65,0.1,84.5,15.5,17,17.22,32.9184,10,MMC,"Mission Basillica Elementary","Desert Shadows  Middle",24
877,2016-04-29,13:00:00,33.45116667,-117.7298333,0.99,0.2,80.03,19.97,17.6,18.06,36.576,10,LS,"Desert Shadows Middle","San Bernadino County Elementary",16
878,2016-05-02,10:15:00,33.435,-117.7025,0.6,0.1,82.79,17.21,17,18,36.576,10,LS,"San Bernadino County Other","Roosevelt  Elementary",24
880,2016-05-10,07:10:00,33.46266667,-117.7122333,1.39,0.18,86.77,13.23,19,18.33,36.576,10,WS,"Laguna Niguel Elementary"," -",35
881,2016-05-11,01:10:00,33.43106667,-117.6948,1.38,0.24,82.6,17.4,17,17.78,36.576,10,LS," -"," -",38
882,2016-05-16,10:00:00,33.454,-117.7303333,1.97,0.47,75.99,24.01,17.5,19.44,33.528,10,LS,"Mcdowell  Elementary"," -",30
883,2016-05-18,10:30:00,33.4365,-117.7043,0.99,0.6,39.69,60.31,18.3,18.61,36.576,10,LS," -"," -",24
885,2016-05-25,10:20:00,33.40728333,-117.7332,1.38,0.38,72.69,27.31,17.6,18.61,36.576,10,LS,"Hidden hills  Elementary","San Juan  Elementary",42
886,2016-06-06,10:30:00,33.43616667,-117.704,2.09,0.34,83.87,16.13,16,17.78,36.576,10,LS,"San Juan Elementary","San Juan Elementary",42
887,2016-06-08,13:30:00,33.44966667,-117.7055,1.08,0.32,70.4,29.6,17.9,18.5,9.144,10,LS,"San Juan Elementary","Reh Elementary",46
888,2016-06-10,10:30:00,33.44266667,-117.723,5.88,1.83,68.79,31.21,17,17.78,36.576,10,PUB,"Reh Elementary","Reh Elementary",36
889,2016-06-13,10:30:00,33.43386667,-117.7001333,2.25,0.78,65.36,34.64,18.5,18.72,38.1,10,LS,"Reh Elementary","Washington -",32
890,2016-07-05,13:50:00,33.44083333,-117.7198333,1.92,0.46,76.27,23.73,19.9,22.94,36.576,10,LS,"Washington -"," Other",28
891,2016-07-08,11:05:00,33.408,-117.6866667,1.55,0.83,46.25,53.75,20,22.78,39.9288,10,CAMP," Other"," Other",24
892,2016-07-12,10:00:00,33.44266667,-117.7165,1.12,0.24,78.72,21.28,22,22.39,36.576,10,CAMP," Other"," Other",39
893,2016-07-14,11:10:00,33.42666667,-117.7188333,0.63,0.19,70.4,29.6,21,22.78,36.576,10,CAMP," Other","William H Spurgeon -",31
894,2016-07-18,13:30:00,33.46,-117.7238333,0.84,0.26,69.52,30.48,21.4,23.33,36.576,10,LS,"William H Spurgeon -","Ocean Institute Other",50
895,2016-07-21,11:30:00,33.40533333,-117.7771667,1.53,0.84,45.01,54.99,22,23.33,731.52,10,CAMP,"Ocean Institue -","Ocean Institue -",41
896,2016-07-26,12:15:00,33.438,-117.7483333,3.68,0.79,78.49,21.51,25.5,24.44,274.32,10,CAMP,"Ocean Institute -","Ocean Institute -",39
897,2016-07-28,14:10:00,33.38183333,-117.6775,2.18,1.43,34.24,65.76,21.2,25,182.88,10,CAMP,"Ocean Institute -","Ocean Institute -",34
898,2016-08-04,11:15:00,33.47533333,-117.7516667,0.35,0.12,65.62,34.38,21.9,24,36.576,10,CAMP," -"," -",
899,2016-08-09,10:35:00,33.42533333,-117.7265,2.87,1.26,56.03,43.97,20,21.11,36.576,10,CAMP," -"," -",35
900,2016-08-11,11:20:00,33.43716667,-117.7393333,1.96,0.87,55.81,44.19,20.7,22.22,36.576,10,CAMP," -"," -",33
901,2016-08-16,11:00:00,33.5055,-117.7346667,0.54,0.16,70.2,29.8,18.9,20.89,36.576,10,CAMP," -"," -",38
902,2016-08-18,10:58:00,33.4591,-117.6856667,1.68,0.83,50.78,49.22,18.5,20.28,38.1,10,CAMP," -","Hansen -",36
903,2016-08-26,10:20:00,33.46315,-117.71295,0.95,0.37,60.98,39.02,19.5,20.28,36.576,10,LS,"Hanson -","Hansen -",34
904,2016-09-13,,33.43225,-117.6999667,1.96,0.81,58.9,41.1,,,36.576,10,-," -","Westpark -",
905,2016-09-15,10:20:00,33.43225,-117.6999667,1.85,0.74,60.29,39.71,16,18.33,36.576,10,WS,"Westpark -","Westpark -",32
906,2016-09-16,10:30:00,33.43455,-117.7002333,1.66,0.62,62.63,37.37,15.9,18.89,36.576,10,WS,"Westpark -","Tricum -",26
907,2016-09-21,10:30:00,33.4335,-117.696,0.74,0.22,70.37,29.63,17.5,20,36.576,10,WS,"Tri City -","Newland Elementary",24
909,2016-09-26,10:20:00,33.4324,-117.6932833,1.82,0.52,71.34,28.66,19,20,36.576,10,WS,"Marblehead -","Canyon Vista -",30
910,2016-09-28,10:30:00,33.43343333,-117.6962,1.01,0.41,59.49,40.51,22,20.56,39.624,10,WS,"Canyon Vista -","Marblehead -",33
911,2016-09-30,11:00:00,33.43658333,-117.70705,1.07,0.59,44.83,55.17,22.7,22.22,36.576,10,-,"Francis -","Malcome Elementary",46
912,2016-10-03,10:15:00,33.432,-117.6955,0.83,0.35,57.5,42.5,21.2,21.11,36.576,10,WS,"Malcome Elementary"," -",33
913,2016-10-05,10:25:00,33.43378333,-117.6964333,0.85,0.43,48.65,51.35,20,20,36.576,10,WS,"Miles Ave -","Crossroads Elementary",29
914,2016-10-07,10:30:00,33.46923333,-117.7900833,1.55,0.74,52.26,47.74,21,21.67,36.576,10,AFL,"Cozossalad Elementary","Rolling Hills Elementary",51
915,2016-10-11,10:00:00,33.4352,-117.7005167,1.13,0.49,56.41,43.59,19.2,20,36.576,10,WS,"Rolling Hills Elementary","Wood Canyon Elementary",28
916,2016-10-17,10:25:00,33.43366667,-117.6818333,0.88,0.24,73.39,26.61,14,16.89,36.576,10,WS,"Wood Canyon Elementary","Crestview Prep High School",31
917,2016-10-19,11:00:00,33.47083333,-117.7452833,1.44,0.65,55.29,44.71,18.5,20,36.576,10,AFL,"Creative View Prep High School","Levi Dickey Elementary",21
918,2016-10-21,11:05:00,33.45678333,-117.7251333,1.19,0.53,55,45,18.9,21.67,38.4048,10,LS,"Levi Dickey Elementary","San Onofre Elementary",19
919,2016-10-26,10:45:00,33.44648333,-117.722,0.91,0.55,39.75,60.25,18.6,18.72,36.576,10,LS,"San Onofre Elementary","Saint Francis of Assissi Middle/High School",33
920,2016-11-01,16:45:00,33.4425,-117.7151667,1.27,0.7,44.95,55.05,18.1,18.61,36.576,10,LITA,"St. Francis of Assisi Private","St. Francis of Assisi Private",23
921,2016-11-02,16:45:00,33.43583333,-117.7036667,0.57,0.32,44.53,55.47,19,21.06,45.72,10,LITA,"St. Francis of Assissi Private","JFK  High School",
922,2016-11-07,10:30:00,33.45816667,-117.699,0.6,0.34,42.61,57.39,19.2,19.61,152.4,10,ECC,"JFK  High School","Private -",31
923,2016-11-11,17:15:00,33.4215,-117.7045,0.2,0.06,67.92,32.08,19.5,20,36.576,10,LITA,"Private -","John Golden -",22
924,2016-11-14,12:30:00,33.38216667,-117.7195,0.54,0.22,58.76,41.24,20,19.67,36.576,10,LS,"John Golden -","96th St  Elementary",46
925,2016-11-16,10:45:00,33.44333333,-117.6925,1.92,0.76,60.45,39.55,20,20,36.576,10,WS,"96th St.  Elementary","Viewpoint -",35
926,2016-11-21,10:31:00,33.4265,-117.691,0.73,0.24,66.89,33.11,18,18.33,36.576,10,LS,"Viewpoint -","Barfiled -",27
927,2016-11-28,11:00:00,33.45496667,-117.7320833,0.73,0.32,56.18,43.82,17.4,16.78,36.576,10,LS,"Barfield -","Menlo -",21
928,2016-11-30,10:20:00,33.45166667,-117.723,0.62,0.13,79.62,20.38,18,16.67,36.576,10,LITA,"Menlo -","College Prep High School",41
929,2016-12-01,09:50:00,33.44333333,-117.6881667,1.88,0.73,61.28,38.72,16,16.67,36.576,10,ALS,"College Prep Middle","Barrette  Elementary",25
930,2016-12-07,11:00:00,33.45333333,-117.6931667,1.52,0.78,48.58,51.42,16,16.67,36.576,10,MMC,"Barrette -","Valencia Park -",55
931,2016-12-09,10:30:00,33.38033333,-117.7385,0.94,0.28,70.24,29.76,16.9,16.89,36.576,10,MMC,"Valencia Park -","Valencia Park -",29
932,2016-12-14,10:30:00,33.43525,-117.7020333,1.25,0.33,73.57,26.43,16.4,17.39,36.576,10,MMC,"Valencia Park -","Country Springs -",32
933,2017-01-03,10:15:00,33.38033333,-117.7385,2.45,0.59,76.08,23.92,14.7,14.61,36.576,10,LS,"Country Springs -","Country Springs -",28
934,2017-01-05,10:30:00,33.417,-117.6915,2.93,0.68,76.73,23.27,15,15.56,36.576,10,LS,"Country Springs -","St. Anne Private",32
935,2017-01-10,10:25:00,33.435,-117.7075,1.54,0.36,76.82,23.18,15.2,15.28,36.576,10,LS,"St. Anne Senore -","Morrison Elementary",35
936,2017-01-16,10:20:00,33.44395,-117.71845,0.98,0.16,83.44,16.56,15.5,16.67,36.576,10,LS,"John Muir Middle","Willard Elementary",32
937,2017-01-25,10:40:00,33.40683333,-117.6978333,1.39,0.29,78.88,21.12,14,14.44,36.576,10,MMC,"Willard  Elementary","La Veta Elementary",32
938,2017-01-27,07:37:00,33.43666667,-117.7211667,0.63,0.13,79.21,20.79,14,13.33,36.576,10,LITA,"La Veta Elementary","South Oceanside  -",26
939,2017-01-30,10:30:00,33.43833333,-117.7188333,2.16,1.15,46.7,53.3,16,15.56,36.576,10,MMC,"South Oceanside -","Benito Juliez -",37
940,2017-02-02,10:30:00,33.4435,-117.7181667,3.62,2.17,39.98,60.02,10,14.44,38.1,10,LS,"Benito Juliez -","Fruitvale Elementary",24
